Fri Oct 17 11:15:34 2025    profiling\profile.bin

         8254009 function calls (8246265 primitive calls) in 19.679 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        2    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1495(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 pickle.py:194(_Framer)
       16    0.000    0.000    0.000    0.000 <string>:2(is_classvar)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._make_thread_handle}
       11    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _colorize.py:13(ANSIColors)
        4    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        1    0.000    0.000    0.000    0.000 _adapters.py:81(ChildPath)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        4    0.000    0.000    0.000    0.000 _fields.py:494(is_valid_field_name)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2777(create_definition_reference_schema)
        1    0.000    0.000    0.000    0.000 threading.py:674(Barrier)
        1    0.000    0.000    0.000    0.000 cursors.py:56(Cursor)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 __init__.py:1338(Manager)
        9    0.000    0.000    0.000    0.000 enum.py:432(<genexpr>)
        5    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 functional_validators.py:736(InstanceOf)
        1    0.000    0.000    0.000    0.000 threading.py:141(_RLock)
        1    0.000    0.000    0.000    0.000 abc.py:28(__getattr__)
        1    0.000    0.000    0.000    0.000 types.py:2359(EncoderProtocol)
        1    0.000    0.000    0.000    0.000 version.py:69(_BaseVersion)
        2    0.000    0.000    0.000    0.000 __init__.py:384(_FuncPtr)
        1    0.000    0.000    0.000    0.000 version.py:13(version_short)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3847(Doc)
        1    0.000    0.000    0.000    0.000 calendar.py:115(_localized_day)
        1    0.000    0.000    0.000    0.000 __init__.py:322(CDLL)
        2    0.000    0.000    0.000    0.000 _utils.py:72(can_be_positional)
        1    0.000    0.000    0.000    0.000 __init__.py:662(Context)
        1    0.000    0.000    0.000    0.000 queue.py:315(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 header.py:184(Header)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        1    0.000    0.000    0.000    0.000 __init__.py:79(method_cache)
        1    0.000    0.000    0.000    0.000 getlimits.py:34(MachArLike)
        3    0.000    0.000    0.000    0.000 __init__.py:523(CFunctionType)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        6    0.000    0.000    0.000    0.000 <string>:2(is_newtype)
        1    0.000    0.000    0.000    0.000 _mock_val_ser.py:21(MockCoreSchema)
        1    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:436(__init__)
        1    0.000    0.000    0.000    0.000 data.py:14(Vector3)
        1    0.000    0.000    0.000    0.000 errors.py:105(PydanticUndefinedAnnotation)
        1    0.000    0.000    0.000    0.000 header.py:545(_Accumulator)
        1    0.000    0.000    0.000    0.000 more.py:941(bucket)
        1    0.000    0.000    0.000    0.000 calendar.py:194(Calendar)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        9    0.000    0.000    0.000    0.000 functools.py:1001(__set_name__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:641(ndindex)
        4    0.000    0.000    0.000    0.000 _typing_extra.py:274(_type_convert)
        1    0.000    0.000    0.000    0.000 _decorators.py:162(PydanticDescriptorProxy)
        2    0.000    0.000    0.000    0.000 _generate_schema.py:365(_arbitrary_types)
        1    0.000    0.000    0.000    0.000 fields.py:1162(ModelPrivateAttr)
        4    0.000    0.000    0.000    0.000 types.py:1340(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:1950(ZipManifests)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 selectors.py:281(SelectSelector)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:338(__init__)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:35(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        4    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 __init__.py:582(IResourceProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 data.py:64(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method time.time_ns}
        1    0.000    0.000    0.000    0.000 functional_validators.py:156(PlainValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:342(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:2176(FileMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:176(HTTPMethod)
        1    0.000    0.000    0.000    0.000 ssl.py:227(_TLSMessageType)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:13(_NestedSequence)
        1    0.000    0.000    0.000    0.000 _version.py:13(NumpyVersion)
        1    0.000    0.000    0.000    0.000 core_schema.py:3099(model_schema)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:190(check_decorator_fields_exist)
        3    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 threading.py:581(Event)
        1    0.000    0.000    0.000    0.000 __init__.py:694(path)
        4    0.000    0.000    0.000    0.000 __init__.py:398(register_loader_type)
        1    0.000    0.000    0.000    0.000 plistlib.py:464(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 __init__.py:554(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:511(StringTemplateStyle)
        2    0.000    0.000    0.000    0.000 typing.py:235(_type_repr)
        1    0.000    0.000    0.000    0.000 getlimits.py:640(iinfo)
        1    0.000    0.000    0.000    0.000 core_schema.py:43(CoreConfig)
        1    0.000    0.000    0.000    0.000 aliases.py:57(AliasChoices)
        1    0.000    0.000    0.000    0.000 functional_validators.py:253(WrapValidator)
        1    0.000    0.000    0.000    0.000 _schema_generation_shared.py:65(CallbackGetCoreSchemaHandler)
        1    0.000    0.000    0.000    0.000 fields.py:1282(ComputedFieldInfo)
        1    0.000    0.000    0.000    0.000 types.py:693(StringConstraints)
        1    0.000    0.000    0.000    0.000 __init__.py:49(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 tempfile.py:433(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 _adapters.py:12(__init__)
        3    0.000    0.000    0.000    0.000 _parser.py:294(seek)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1451(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:212(MGridClass)
        1    0.000    0.000    0.000    0.000 core_schema.py:2398(WithDefaultSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:653(float_schema)
        1    0.000    0.000    0.000    0.000 aliases.py:88(AliasGenerator)
        1    0.000    0.000    0.000    0.000 __init__.py:306(PackagePath)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 _policybase.py:279(Compat32)
        1    0.000    0.000    0.000    0.000 __init__.py:1343(__init__)
        1    0.000    0.000    0.000    0.000 version.py:454(_TrimmedRelease)
        4    0.000    0.000    0.000    0.000 introspection.py:316(allowed_qualifiers)
        1    0.000    0.000    0.000    0.000 core_schema.py:161(FieldSerializationInfo)
        5    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 _import_utils.py:9(import_cached_base_model)
        1    0.000    0.000    0.000    0.000 annotated_handlers.py:66(GetCoreSchemaHandler)
        4    0.000    0.000    0.000    0.000 __init__.py:149(_declare_state)
        4    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
        1    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 __init__.py:235(Splitter)
        1    0.000    0.000    0.000    0.000 ssl.py:394(_ASN1Object)
        1    0.000    0.000    0.000    0.000 _strptime.py:68(LocaleTime)
        1    0.000    0.000    0.000    0.000 __init__.py:157(py_object)
        1    0.000    0.000    0.000    0.000 _internal.py:631(_Stream)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        6    0.000    0.000    0.000    0.000 _schema_generation_shared.py:72(__init__)
        1    0.000    0.000    0.000    0.000 types.py:2396(Base64Encoder)
        1    0.000    0.000    0.000    0.000 abc.py:190(FileLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:553(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1190(FileHandler)
        1    0.000    0.000    0.000    0.000 selectors.py:330(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 _adapters.py:46(SpecPath)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:584(__init__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:591(ndenumerate)
        1    0.000    0.000    0.000    0.000 decoder.py:262(JSONDecoder)
        2    0.000    0.000    0.000    0.000 __init__.py:308(get_preferred_scheme)
        7    0.000    0.000    0.000    0.000 __init__.py:736(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:80(ResourceLoader)
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 plistlib.py:77(UID)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
       18    0.000    0.000    0.000    0.000 inspect.py:3102(parameters)
        1    0.000    0.000    0.000    0.000 typing.py:1984(_allow_reckless_class_checks)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:41(_DTypeDict)
        1    0.000    0.000    0.000    0.000 core_schema.py:1015(TimeSchema)
        1    0.000    0.000    0.000    0.000 _datasource.py:532(Repository)
        1    0.000    0.000    0.000    0.000 core_schema.py:3024(model_fields_schema)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:952(Reader)
        1    0.000    0.000    0.000    0.000 __init__.py:83(InitializedState)
        1    0.000    0.000    0.000    0.000 random.py:880(SystemRandom)
        1    0.000    0.000    0.000    0.000 __init__.py:1334(ExtractionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:575(_StreamProxy)
        2    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
        1    0.000    0.000    0.000    0.000 core_schema.py:1256(EnumSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1081(DatetimeSchema)
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.GetModuleFileName}
        1    0.000    0.000    0.000    0.000 types.py:3153(_AllowAnyJson)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 __init__.py:899(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:413(SeparatedValues)
        3    0.000    0.000    0.000    0.000 functional_validators.py:492(<genexpr>)
        1    0.000    0.000    0.000    0.000 core_schema.py:704(DecimalSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:947(DateSchema)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2686(resolve_original_schema)
        1    0.000    0.000    0.000    0.000 threading.py:1397(_DummyThread)
        1    0.000    0.000    0.000    0.000 functional_validators.py:801(SkipValidation)
        1    0.000    0.000    0.000    0.000 json_schema.py:2237(ValidationsMapping)
        1    0.000    0.000    0.000    0.000 types.py:2476(EncodedBytes)
        1    0.000    0.000    0.000    0.000 __init__.py:678(LZMACompressor)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:515(AddressList)
        1    0.000    0.000    0.000    0.000 plistlib.py:327(_PlistWriter)
        2    0.000    0.000    0.000    0.000 _config.py:245(push)
        1    0.000    0.000    0.000    0.000 core_schema.py:1627(TupleSchema)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1024(__new__)
        1    0.000    0.000    0.000    0.000 aliases.py:15(AliasPath)
        6    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 _forward_ref.py:7(PydanticRecursiveRef)
        1    0.000    0.000    0.000    0.000 types.py:2436(Base64UrlEncoder)
        1    0.000    0.000    0.000    0.000 __init__.py:802(_SharedFile)
        1    0.000    0.000    0.000    0.000 visualization.py:11(VisC)
        1    0.000    0.000    0.000    0.000 __init__.py:1072(subscribe)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        4    0.000    0.000    0.000    0.000 typing.py:553(__repr__)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
        1    0.000    0.000    0.000    0.000 core_schema.py:639(FloatSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2196(WrapValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1882(DictSchema)
        1    0.000    0.000    0.000    0.000 _decorators.py:181(__post_init__)
        2    0.000    0.000    0.000    0.000 _typing_extra.py:191(is_generic_alias)
        8    0.000    0.000    0.000    0.000 <string>:2(is_final)
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        1    0.000    0.000    0.000    0.000 _generate_schema.py:673(_add_js_function)
